School Name,Location,School Year,Within District Boundary,Reported,Grade Levels,Total Enrollment,COMPLETE,EXEMPT,Medical Exemption,Personal Exemption,Religious Exemption,Religious Membership Exemption,Exempt DT,Exempt Pertussis,Exempt MMR,Exempt Polio,Exempt Hep B,Exempt Varicella,Location 1
MCKNIGHT MIDDLE SCHOOL,"1200 EDMONDS AVE NE, RENTON, WA",2016-17,RENTON SCHOOL DISTRICT,Y,6-8,1272,95.8,2.9,0.9,1.7,0.4,0,1.3,1.3,1.5,1.1,1.4,2,"1200 EDMONDS AVE NE
RENTON
(47.5030448, -122.185572)"
SHOWALTER MIDDLE SCHOOL,"4628 S 144TH ST, TUKWILA, WA",2016-17,TUKWILA SCHOOL DISTRICT,Y,6-8,683,94.4,2.2,1,0.9,0.3,0,1,0.9,0.9,0.6,1.3,1.2,"4628 S 144TH ST
TUKWILA
(47.4748324, -122.2749528)"
CHALLENGER ELEMENTARY,"25200 SE KLAHANIE BLVD, ISSAQUAH, WA",2016-17,ISSAQUAH SCHOOL DISTRICT,Y,K -5,573,95.6,3.7,1.2,2.3,0.2,0,1.6,1.4,2.1,1.9,1.9,2.8,"25200 SE KLAHANIE BLVD
ISSAQUAH
(47.576247, -122.0053526)"
LEA HILL ELEMENTARY SCHOOL,"30908 124TH AVE SE, AUBURN, WA",2016-17,AUBURN SCHOOL DISTRICT,Y,PK-5,438,88.4,6.2,0.9,5,0.2,0,5.7,5.7,5.5,5.9,5,5.5,"30908 124TH AVE SE
AUBURN
(47.324866, -122.17543)"
KENT-MERIDIAN HIGH SCHOOL,"10020 SE 256TH ST, KENT, WA",2016-17,KENT SCHOOL DISTRICT,Y,9-12,2084,92.5,1.8,0.5,1.1,0.1,0,1,0.9,0.8,0.7,0.9,1,"10020 SE 256TH ST
KENT
(47.3733849, -122.2072682)"
HOPE LUTHERAN SCHOOL,"4456 42ND AVE SW, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,N,P-8,0,,,,,,,,,,,,,"4456 42ND AVE SW
SEATTLE
(47.563366, -122.385062)"
AUDUBON ELEMENTARY,"3045 180TH NE, REDMOND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,K -5,603,87.9,3.2,0.5,2.7,0,0,2,2.2,2.3,1.8,2.2,2.3,"3045 180TH NE
REDMOND
(47.6374434, -122.101563)"
BELLEVUE CHILDREN'S ACADEMY 2ND LOCATION,"14600 NE 24TH ST, BELLEVUE, WA",2016-17,BELLEVUE SCHOOL DISTRICT,N,2-8,0,,,,,,,,,,,,,"14600 NE 24TH ST
BELLEVUE
(47.6321037, -122.1455571)"
SUNRISE ELEMENTARY SCHOOL,"22300 132ND AVE SE, KENT, WA",2016-17,KENT SCHOOL DISTRICT,Y,K -6,623,95,3.2,0.5,2.2,0.8,0,2.6,2.6,2.7,2.6,2.2,2.9,"22300 132ND AVE SE
KENT
(47.4032467, -122.1641731)"
EASTSIDE ACADEMY OVERLAKE CAMPUS,"9900 WILLOWS RD NE, REDMOND, WA",2016-17,BELLEVUE SCHOOL DISTRICT,Y,9-12,16,100,0,0,0,0,0,0,0,0,0,0,0,"9900 WILLOWS RD NE
REDMOND
(47.689349, -122.149485)"
ST. ANNE SCHOOL,"101 W LEE ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,P-8,259,95.4,4.6,1.5,3.1,0,0,0,0,2.3,3.1,2.3,2.7,"101 W LEE ST
SEATTLE
(47.6311129, -122.3582591)"
MOUNT SI HIGH SCHOOL,"8651 MEADOWBROOK WAY SE, SNOQUALMIE, WA",2016-17,SNOQUALMIE VALLEY SCHOOL DISTRICT,Y,9-12,1836,88.1,7.2,0.3,6.9,0.3,0,4.7,4.4,4.1,3.4,3.9,4.8,"8651 MEADOWBROOK WAY SE
SNOQUALMIE
(47.5233112, -121.8158932)"
KENNYDALE ELEMENTARY SCHOOL,"1700 NE 28TH ST, RENTON, WA",2016-17,RENTON SCHOOL DISTRICT,Y,K -5,624,94.6,4.6,1.3,2.6,0.6,0.2,2.2,2.2,3.2,3,3.4,3.7,"1700 NE 28TH ST
RENTON
(47.5173151, -122.1970667)"
BRYN MAWR ELEMENTARY SCHOOL,"8212 S 118TH ST, SEATTLE, WA",2016-17,RENTON SCHOOL DISTRICT,Y,K -5,487,97.1,1.2,0.4,0.8,0,0,1.2,1.2,0.8,1,0.6,1,"8212 S 118TH ST
SEATTLE
(47.4979538, -122.2293592)"
NORTHWOOD ELEMENTARY,"4030 86TH AVE SE, MERCER ISLAND, WA",2016-17,MERCER ISLAND SCHOOL DISTRICT,Y,K-5,446,91.3,3.1,1.3,2,0,0,1.8,2,1.8,1.8,1.8,2.2,"4030 86TH AVE SE
MERCER ISLAND
(47.573462, -122.223386)"
FAIRMOUNT PARK ELEMENTARY,"3800 SW FINDLAY ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,PK-5,522,83.5,7.5,3.4,4.2,0.2,0,2.3,2.1,3.1,3.6,4.2,5.7,"3800 SW FINDLAY ST
SEATTLE
(47.552705, -122.380298)"
NORTH BEACH ELEMENTARY SCHOOL,"9018 24 AV NW, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K -5,320,90,9.7,2.2,7.2,0.3,0,5.3,5.3,5.3,6.6,7.8,7.2,"9018 24 AV NW
SEATTLE
(47.6947693, -122.3871449)"
TIFFANY PARK ELEMENTARY SCHOOL,"1601 LAKE YOUNGS WAY SE, RENTON, WA",2016-17,RENTON SCHOOL DISTRICT,Y,K -5,448,91.7,5.6,0.9,4.7,0.2,0,3.1,3.1,4.5,3.6,2.9,5.1,"1601 LAKE YOUNGS WAY SE
RENTON
(47.465246, -122.178556)"
OLYMPIC HILLS ELEMENTARY SCHOOL,"13018 20 AV NE, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,PK-5,348,85.1,3.7,2,1.4,0.3,0,0.6,0.6,0.6,1.1,1.7,2.6,"13018 20 AV NE
SEATTLE
(47.7237304, -122.3067386)"
ISSAQUAH MIDDLE SCHOOL,"400 1ST AVE SE, ISSAQUAH, WA",2016-17,ISSAQUAH SCHOOL DISTRICT,Y,6-8,945,94.9,4.8,1.3,3.6,0.1,0,2.4,2,2.1,2.6,2.9,3.2,"400 1ST AVE SE
ISSAQUAH
(47.5271146, -122.0347715)"
ARTHUR JACOBSEN ELEMENTARY,"29205 132ND AVE SE, AUBURN, WA",2016-17,AUBURN SCHOOL DISTRICT,Y,K -5,584,94.7,4.3,0.5,3.6,0.2,0,3.9,3.6,3.8,3.9,2.2,3.9,"29205 132ND AVE SE
AUBURN
(47.340133, -122.167126)"
DARTMOOR SCHOOL--BELLEVUE,"13401 BEL RED ROAD, BELLEVUE, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,1-12,12,100,0,0,0,0,0,0,0,0,0,0,0,"13401 BEL RED ROAD
BELLEVUE
(47.6225763, -122.1605619)"
ECHO LAKE ELEMENTARY SCHOOL,"19345 WALLINGFORD AVE N, SHORELINE, WA",2016-17,SHORELINE SCHOOL DISTRICT,Y,K -6,524,90.6,7.6,0.2,7.3,0.2,0,4.6,4.6,5.3,5.3,5.7,6.5,"19345 WALLINGFORD AVE N
SHORELINE
(47.769642, -122.339329)"
BEAR CREEK ELEMENTARY,"18101 AVONDALE RD NE, WOODINVILLE, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,K -6,448,94.9,5.1,0.2,4.9,0,0,1.3,1.3,1.6,2.7,4,4.5,"18101 AVONDALE RD NE
WOODINVILLE
(47.7587381, -122.0803656)"
CEDAR CREST ACADEMY,"10406 NE 37TH CIRCLE, KIRKLAND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,N,PK-3,0,,,,,,,,,,,,,"10406 NE 37TH CIRCLE
KIRKLAND
(47.645196, -122.200641)"
RAINIER CHRISTIAN SCHOOLS-KENT VIEW ELEMENTARY,"20 49TH ST NE, AUBURN, WA",2016-17,AUBURN SCHOOL DISTRICT,Y,P-6,134,84.3,2.2,0,2.2,0,0,2.2,2.2,3,2.2,4.5,5.2,"20 49TH ST NE
AUBURN
(47.3504483, -122.2297984)"
GREEN RIVER MONTESSORI SCHOOL,"922 12TH ST NE, AUBURN, WA",2016-17,AUBURN SCHOOL DISTRICT,N,P-12,0,,,,,,,,,,,,,"922 12TH ST NE
AUBURN
(47.318354, -122.217414)"
ST. CATHERINE SCHOOL,"8524 8TH AVE NE, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,P-8,201,99.5,0.5,0,0.5,0,0,100,100,100,100,99.5,99.5,"8524 8TH AVE NE
SEATTLE
(47.6911915, -122.3201266)"
RIDGEWOOD ELEMENTARY SCHOOL,"18030 162ND PL SE, RENTON, WA",2016-17,KENT SCHOOL DISTRICT,Y,K -6,487,94,2.9,1,2.1,0,0,1.8,1.8,1.6,1.8,2.1,2.1,"18030 162ND PL SE
RENTON
(47.440421, -122.1221423)"
HOLY FAMILY SCHOOL,"9615 20TH AVE SW, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,N,P-8,0,,,,,,,,,,,,,"9615 20TH AVE SW
SEATTLE
(47.516952, -122.3594767)"
FEDERAL WAY HIGH SCHOOL,"30611 16TH AV S, FEDERAL WAY, WA",2016-17,FEDERAL WAY SCHOOL DISTRICT,Y,9-12,1569,82.1,2.1,0.1,1.5,0.3,0.1,1.4,1.4,1,1.4,1,1.3,"30611 16TH AV S
FEDERAL WAY
(47.3290431, -122.313369)"
MAYWOOD MIDDLE SCHOOL,"14490 168TH AVE SE, RENTON, WA",2016-17,ISSAQUAH SCHOOL DISTRICT,Y,6-8,1140,95.3,4.2,0.5,3.6,0.1,0,1.9,1.5,1.8,2.2,2.7,2.7,"14490 168TH AVE SE
RENTON
(47.4707843, -122.1150385)"
BRIGHTMONT ACADEMY--SEATTLE CAMPUS,"9750 THIRD AVE NE, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,6-12,7,100,0,0,0,0,0,0,0,0,0,0,0,"9750 THIRD AVE NE
SEATTLE
(47.700575, -122.325021)"
THORNTON CREEK ELEMENTARY SCHOOL,"7711 43 AV NE, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,PK-5,460,80.9,12.8,4.6,8.9,0.2,0,4.1,3.9,6.3,7.6,8.9,10,"7711 43 AV NE
SEATTLE
(47.685571, -122.282825)"
OUR LADY OF FATIMA SCHOOL,"3301 W DRAVUS ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,P-8,238,97.5,2.5,0,2.5,0,0,2.5,2.5,2.5,2.5,2.5,2.5,"3301 W DRAVUS ST
SEATTLE
(47.648614, -122.3995521)"
CEDAR RIVER MIDDLE SCHOOL,"22615 SWEENEY ROAD SE, MAPLE VALLEY, WA",2016-17,TAHOMA SCHOOL DISTRICT,Y,6-7,673,94.7,4,0.6,3.7,0.1,0,2.4,2.2,1.6,1.8,2.2,3,"22615 SWEENEY ROAD SE
MAPLE VALLEY
(47.400464, -122.052986)"
LAKESIDE SCHOOL,"14050 1ST AVE NE, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,5-12,851,98.5,1.2,0.4,0.8,0,0,0.7,0.6,0.2,0.6,0.9,0.5,"14050 1ST AVE NE
SEATTLE
(47.7334809, -122.3272809)"
WEST MERCER ELEMENTARY,"4141 81ST AVE SE, MERCER ISLAND, WA",2016-17,MERCER ISLAND SCHOOL DISTRICT,Y,K -5,514,91.8,4.3,1.9,1.8,0.4,0.4,2.5,2.7,2.5,2.9,2.7,3.3,"4141 81ST AVE SE
MERCER ISLAND
(47.571647, -122.230899)"
ST. THOMAS SCHOOL,"8300 NE 12TH ST, MEDINA, WA",2016-17,BELLEVUE SCHOOL DISTRICT,Y,P-8,220,95.9,4.1,2.7,0,1.4,0,2.7,0,3.2,2.7,1.8,3.6,"8300 NE 12TH ST
MEDINA
(47.6212649, -122.2299178)"
SECONDARY ACADEMY FOR SUCCESS,"22107 23RD DR SE, BOTHELL, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,7-12,132,82.6,6.1,0,6.1,0,0,4.5,4.5,1.5,2.3,3,3,"22107 23RD DR SE
BOTHELL
(47.7979577, -122.2019415)"
PUGET SOUND COMMUNITY SCHOOL,"660 S DEARBORN ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,6-12,44,65.9,4.5,0,4.5,0,0,2.3,2.3,9.1,6.8,6.8,0,"660 S DEARBORN ST
SEATTLE
(47.596252, -122.324224)"
SACAJAWEA ELEMENTARY SCHOOL,"9501 20 AV NE, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K -5,248,82.3,10.1,6,5.6,0,0,4,4,4.8,4.4,6.5,8.9,"9501 20 AV NE
SEATTLE
(47.6984988, -122.3075317)"
WOODINVILLE HIGH SCHOOL,"19819 136 NE, WOODINVILLE, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,10-12,1464,87.4,6.4,1.6,4.8,0.1,0,4.2,4.2,3.1,2.7,3.6,3.1,"19819 136 NE
WOODINVILLE
(47.7712405, -122.161063)"
SOUTH LAKE HIGH SCHOOL,"8601 RAINIER AVE S, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,9-12,77,74,18.2,14.3,2.6,1.3,0,3.9,3.9,2.6,1.3,2.6,14.3,"8601 RAINIER AVE S
SEATTLE
(47.5256035, -122.2708841)"
PIONEER ELEMENTARY SCHOOL,"2301 M ST SE, AUBURN, WA",2016-17,AUBURN SCHOOL DISTRICT,Y,PK-5,499,92.4,2,0.8,1.4,0,0,2,2,1.8,1.6,1.4,1.8,"2301 M ST SE
AUBURN
(47.2883756, -122.2141814)"
LAKE YOUNGS ELEMENTARY SCHOOL,"19660 142ND AVE SE, KENT, WA",2016-17,KENT SCHOOL DISTRICT,Y,K -6,487,93.4,4.9,0.6,4.3,0.2,0.2,3.1,2.9,3.5,2.7,2.5,3.9,"19660 142ND AVE SE
KENT
(47.4261323, -122.1528367)"
JOHN MUIR ELEMENTARY SCHOOL,"3301 S HORTON ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K -5,405,88.4,1,0.2,1,0,0,0,0,0.5,0.2,0.7,0.7,"3301 S HORTON ST
SEATTLE
(47.573151, -122.290749)"
GRAND RIDGE ELEMENTARY,"1739 NE PARK DR, ISSAQUAH, WA",2016-17,ISSAQUAH SCHOOL DISTRICT,Y,K -5,777,96.4,3.1,0.5,2.7,0,0,1.7,1.7,1.8,2.2,1.8,2.4,"1739 NE PARK DR
ISSAQUAH
(47.5465461, -122.0044652)"
SEATTLE WALDORF - THREE CEDARS,"556 124TH AVE NE, BELLEVUE, WA",2016-17,BELLEVUE SCHOOL DISTRICT,Y,K-8,148,53.4,39.2,0,39.2,0,0,21.6,23.6,33.1,31.1,33.1,37.2,"556 124TH AVE NE
BELLEVUE
(47.615087, -122.173926)"
ST. MATTHEW SCHOOL,"1230 NE 127TH ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,P-8,187,100,0,0,0,0,0,0,0,0,0,0,0,"1230 NE 127TH ST
SEATTLE
(47.7212466, -122.3144126)"
LAKE GROVE ELEMENTARY SCHOOL,"303 SW 308TH ST, FEDERAL WAY, WA",2016-17,FEDERAL WAY SCHOOL DISTRICT,Y,PK-5,422,96.7,1.2,0,1.2,0,0.2,0.9,0.9,1.4,0,0.9,1.4,"303 SW 308TH ST
FEDERAL WAY
(47.3252713, -122.3380969)"
UNIVERSITY PREPARATORY,"8000 25TH AVE NE, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,6-12,547,97.1,2.4,0.5,1.8,0,0,0.9,0.9,1.3,1.3,1.5,1.3,"8000 25TH AVE NE
SEATTLE
(47.6870752, -122.299749)"
EAST RIDGE ELEMENTARY,"22150 NE 156 PL, WOODINVILLE, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,K -6,322,90.4,6.2,0.3,6.2,0.3,0,3.4,3.4,4,5.3,4.7,6.2,"22150 NE 156 PL
WOODINVILLE
(47.7408581, -122.0429405)"
THE CLEARWATER SCHOOL,"1510 196TH ST SE, BOTHELL, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,P-12,42,54.8,45.2,0,45.2,0,0,33.3,33.3,45.2,45.2,45.2,40.5,"1510 196TH ST SE
BOTHELL
(47.8199363, -122.2116452)"
NEWPORT CHILDREN'S SCHOOL,"12930 SE NEWPORT WAY, BELLEVUE, WA",2016-17,BELLEVUE SCHOOL DISTRICT,Y,P-1,29,96.6,3.4,3.4,3.4,0,0,0,0,3.4,0,3.4,3.4,"12930 SE NEWPORT WAY
BELLEVUE
(47.568648, -122.166523)"
ALCUIN SCHOOL,"216 W BOSTON, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,P-1,2,100,0,0,0,0,0,0,0,0,0,0,0,"216 W BOSTON
SEATTLE
(47.6385621, -122.360489)"
EVERGREEN SCHOOL,"15201 MERIDIAN AVE N, SHORELINE, WA",2016-17,SHORELINE SCHOOL DISTRICT,N,P-8,0,,,,,,,,,,,,,"15201 MERIDIAN AVE N
SHORELINE
(47.7387063, -122.3350798)"
MONTLAKE ELEMENTARY SCHOOL,"2409 22 AV E, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K -5,263,88.2,7.2,1.9,6.5,0,0,4.2,4.2,4.9,5.7,6.5,5.7,"2409 22 AV E
SEATTLE
(47.6406258, -122.3038175)"
BK PLAY ACADEMY FOR GIFTED CHILDREN,"6236 122ND AVE SE, BELLEVUE, WA",2016-17,BELLEVUE SCHOOL DISTRICT,Y,P-3,2,100,0,0,0,0,0,0,0,0,0,0,0,"6236 122ND AVE SE
BELLEVUE
(47.5466399, -122.176658)"
MARTIN SORTUN ELEMENTARY SCHOOL,"12711 SE 248TH ST, KENT, WA",2016-17,KENT SCHOOL DISTRICT,Y,K -6,687,93.4,3.1,0.4,1.9,0.7,0,2.3,2.3,2.2,2.2,1.9,2.3,"12711 SE 248TH ST
KENT
(47.3783768, -122.1715992)"
EMERALD CITY SCHOOL,"520 DENNY WAY, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,1-6,14,85.7,14.3,7.1,7.1,0,0,7.1,14.3,7.1,7.1,7.1,7.1,"520 DENNY WAY
SEATTLE
(47.6185893, -122.3476454)"
SUMMIT PUBLIC SCHOOL: SIERRA,"210 S HUDSON ST, SEATTLE, WA",2016-17,CHARTER,Y,9-12,187,91.4,0,0,0,0,0,0,0,0,0,0,0,"210 S HUDSON ST
SEATTLE
(47.557995, -122.331304)"
DAVID T. DENNY INTERNATIONAL SCHOOL,"8402 30 AV SW, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,6-8,814,81,6.9,3.3,4.3,0.5,0.1,2.9,2.9,3.2,2.2,3.1,6.1,"8402 30 AV SW
SEATTLE
(47.5273663, -122.3710053)"
TERMINAL PARK ELEMENTARY SCHOOL,"1101 D ST SE, AUBURN, WA",2016-17,AUBURN SCHOOL DISTRICT,Y,K -5,456,90.8,5,0.2,4.2,0.4,0.2,4.2,3.9,4.4,3.9,2.9,4.6,"1101 D ST SE
AUBURN
(47.297954, -122.225198)"
NORTHWEST LIBERTY SCHOOL,"13120 NE 177TH PL, WOODINVILLE, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,9-12,9,66.7,0,0,0,0,0,0,0,0,0,0,0,"13120 NE 177TH PL
WOODINVILLE
(47.7562861, -122.1648531)"
SAND POINT ELEMENTARY,"6208 60 AVE NE, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K -5,225,91.1,4.9,2.2,2.7,0.4,0,0.4,0.4,2.2,1.8,2.7,4,"6208 60 AVE NE
SEATTLE
(47.6739251, -122.2631501)"
CHIEF SEALTH INTERNATIONAL HIGH SCHOOL,"2600 SW THISTLE, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,9-12,1104,75.2,10.9,8.9,3,0.1,0.1,2.2,2.1,1.9,1.9,2.9,9.7,"2600 SW THISTLE
SEATTLE
(47.5299735, -122.3660844)"
LAKERIDGE ELEMENTARY SCHOOL,"8215 SE 78TH, MERCER ISLAND, WA",2016-17,MERCER ISLAND SCHOOL DISTRICT,Y,K -5,484,95.2,2.9,0.4,2.5,0,0,1.7,1.7,1.9,2.3,2.5,1.9,"8215 SE 78TH
MERCER ISLAND
(47.532921, -122.229)"
RAINIER VIEW ELEMENTARY SCHOOL,"11650 BEACON AVE S, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K-5,230,91.3,2.6,1.7,0.9,0,0,0.4,0.4,0.4,1.3,0.4,1.7,"11650 BEACON AVE S
SEATTLE
(47.4992143, -122.2633471)"
HOLY ROSARY ELEMENTARY,"4142 42ND AVE SW, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K-8,408,84.3,2.2,0,1.5,0.7,0,1,1,1,1.5,2.2,2,"4142 42ND AVE SW
SEATTLE
(47.5654444, -122.3850189)"
ROOT ACADEMY,"2332 N 116TH ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,N,PK-8,0,,,,,,,,,,,,,"2332 N 116TH ST
SEATTLE
(47.713345, -122.329883)"
COMMUNITY SCHOOL,"11133 NE 65TH, KIRKLAND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,1-5,70,82.9,17.1,4.3,12.9,0,0,12.9,12.9,12.9,12.9,15.7,12.9,"11133 NE 65TH
KIRKLAND
(47.6646823, -122.1921973)"
GRASS LAKE ELEMENTARY SCHOOL,"28700 191ST PLACE SE, KENT, WA",2016-17,KENT SCHOOL DISTRICT,Y,K -6,409,95.4,2.7,1,1.7,0,0,1.7,1.7,1.2,1.7,1.7,1.7,"28700 191ST PLACE SE
KENT
(47.3445729, -122.087333)"
LICTON SPRINGS K-8 SCHOOL,"11530 12 AV NE, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,PK-8,129,76.7,7.8,3.9,6.2,0.8,0,8.5,8.5,6.2,7,6.2,7,"11530 12 AV NE
SEATTLE
(47.713357, -122.314525)"
CAREER ACADEMY AT TRUMAN HIGH SCHOOL,"31455 28TH AVE S, FEDERAL WAY, WA",2016-17,FEDERAL WAY SCHOOL DISTRICT,Y,9-12,113,79.6,0.9,0,0.9,0,0,0.9,0.9,0,0,0,0.9,"31455 28TH AVE S
FEDERAL WAY
(47.3187728, -122.2989591)"
SOUTHWOOD ELEMENTARY SCHOOL,"3240 MCDOUGALL AVENUE, ENUMCLAW, WA",2016-17,ENUMCLAW SCHOOL DISTRICT,Y,PK-5,281,92.9,6,1.1,4.3,0.4,0.4,3.6,3.6,3.6,3.6,3.6,4.6,"3240 MCDOUGALL AVENUE
ENUMCLAW
(47.1875715, -122.0116405)"
FAIRVIEW CHRISTIAN SCHOOL,"844 NE 78TH ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,N,P-8,0,,,,,,,,,,,,,"844 NE 78TH ST
SEATTLE
(47.6856596, -122.3183179)"
SKYKOMISH ELEMENTARY AND MIDDLE SCHOOL,"105 6TH ST N, SKYKOMISH, WA",2016-17,SKYKOMISH SCHOOL DISTRICT,Y,PK-8,39,71.8,17.9,0,12.8,5.1,0,17.9,17.9,15.4,15.4,15.4,15.4,"105 6TH ST N
SKYKOMISH
(47.7093401, -121.3619079)"
WEST WOODLAND ELEMENTARY SCHOOL,"5601 4 AV NW, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K -5,546,87.7,7.9,3.3,5.1,0,0.2,1.8,1.8,2.2,3.5,5.3,4.6,"5601 4 AV NW
SEATTLE
(47.6694457, -122.3618551)"
WOODRIDGE ELEMENTARY,"12619 SE 20TH PLACE, BELLEVUE, WA",2016-17,BELLEVUE SCHOOL DISTRICT,Y,K -5,661,89.3,4.5,1.7,3,0.3,0,1.4,1.4,1.5,1.8,1.4,4.2,"12619 SE 20TH PLACE
BELLEVUE
(47.5921231, -122.1720457)"
REDMOND MIDDLE SCHOOL,"10055 166TH AVE NE, REDMOND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,6-8,998,84.4,7.9,2.4,5.8,0.2,0,2.9,2.5,3.6,3.2,4.3,5.4,"10055 166TH AVE NE
REDMOND
(47.6914493, -122.1195038)"
TWAIN ELEMENTARY,"9525 130TH AVE NE, KIRKLAND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,K -5,578,87.7,7.3,2.8,4.8,0,0,4.7,4.5,5.5,5.7,5.7,6.2,"9525 130TH AVE NE
KIRKLAND
(47.6870828, -122.1695478)"
SHELTON VIEW ELEMENTARY,"23400 5 AV W, BOTHELL, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,K -6,534,88.2,5.6,1.9,3.9,0,0.2,1.5,1.5,2.2,1.9,3.4,3.7,"23400 5 AV W
BOTHELL
(47.78557, -122.239596)"
TOLT MIDDLE SCHOOL,"3740 TOLT AVE, CARNATION, WA",2016-17,RIVERVIEW SCHOOL DISTRICT,Y,6-8,734,88.1,7.6,0.5,6.9,0.3,0,4.1,3.4,4.1,4.6,4.5,6.3,"3740 TOLT AVE
CARNATION
(47.6422386, -121.9138274)"
ROSA PARKS ELEMENTARY,"22845 NE CEDAR PARK CRESCENT, REDMOND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,K -5,643,94.9,4.2,1.6,3,0,0,2.2,2.2,2.3,2.6,3,2.3,"22845 NE CEDAR PARK CRESCENT
REDMOND
(47.6847431, -122.0348569)"
STILLWATER ELEMENTARY,"11530 320TH AVE NE, CARNATION, WA",2016-17,RIVERVIEW SCHOOL DISTRICT,Y,K -5,450,88.7,9.6,0.4,8.9,0.2,0,4.9,4.9,5.8,5.3,6.2,7.3,"11530 320TH AVE NE
CARNATION
(47.7005267, -121.9096768)"
WING LUKE ELEMENTARY SCHOOL,"3701 S KENYON ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K -5,349,90.5,2.9,1.7,0.3,1.1,0,0.6,0.6,1.4,0.9,0.6,0.9,"3701 S KENYON ST
SEATTLE
(47.530511, -122.284889)"
SOMERSET ELEMENTARY SCHOOL,"14100 SOMERSET BOULEVARD SE, BELLEVUE, WA",2016-17,BELLEVUE SCHOOL DISTRICT,Y,K -5,726,92.7,3.6,0.7,2.6,0.3,0,2.3,2.3,2.2,2.3,2.1,2.9,"14100 SOMERSET BOULEVARD SE
BELLEVUE
(47.5633298, -122.1517677)"
GARFIELD HIGH SCHOOL,"400 23 AVE, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,9-12,1771,79.4,12.8,9.1,4.6,0.1,0.3,2.9,2.9,2.9,2.7,4.3,11,"400 23 AVE
SEATTLE
(47.605334, -122.301807)"
CEDAR PARK CHRISTIAN SCHOOLS,"16300 112TH AVE NE, BOTHELL, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,P-12,911,85.6,14.4,0.7,13.4,0.2,0.1,9.1,9.1,10.5,10.4,8.6,13.5,"16300 112TH AVE NE
BOTHELL
(47.7462368, -122.1892168)"
THE WELL-TRAINED MIND MONTESSORI,"19455 136TH PLACE SE, RENTON, WA",2016-17,KENT SCHOOL DISTRICT,Y,P-3,14,78.6,14.3,0,14.3,0,0,0,0,0,14.3,14.3,14.3,"19455 136TH PLACE SE
RENTON
(47.42706, -122.1595794)"
